variant,rung,k,lossMax,lossTarget,days,total,avgDaily,median,worst,best,daysUnder1k,daysUnder2k,daysUnder5k,negDays,winRate,maxDD,ddSpanDays,retDD,opens,coverFillRate,coverPending,worstHeldFloor,capExceeded,opensBlocked,offsets
v4-40,1.25,1.25,5000,3500,765,1104882,1444,-1132,-5000,43333,388,349,1,432,43,-66350,29,16.7,13.29,35.3,3249,-5054,0,6348,972
v4-40,0.75,0.75,3000,2100,765,667118,872,-1148,-3000,42736,398,261,0,455,40,-30541,28,21.8,8.89,33.9,2204,-3023,0,8904,738
v5-20,current/generic,3.5,7000,5000,765,2040854,2668,2445,-6995,22781,166,120,37,213,72,-25551,27,79.9,20.75,69.6,3661,-6995,0,216,62
v5-20,1.75,1.75,3500,2450,765,1785106,2333,1990,-3500,19854,203,146,0,253,67,-13507,6,132.2,18.13,69.3,3118,-3500,0,2145,166
v5-20,1.25,1.25,2500,1750,765,1525686,1994,1439,-2500,19854,226,121,0,283,63,-10735,9,142.1,15.47,69.5,2631,-2500,0,3966,147
v5-20,0.75,0.75,1500,1050,765,1018641,1332,279,-1500,19854,186,0,0,367,52,-11218,22,90.8,10.55,68.8,1824,-1500,0,7316,120
v5-40,current/generic,2.25,9000,5000,765,2451744,3205,2065,-9000,51504,285,257,174,320,58,-48100,12,51,22.21,37,7180,-9000,0,2082,1572
v5-40,1.75,1.75,7000,4900,765,2159404,2823,1119,-7000,51728,320,283,161,353,54,-44867,12,48.1,19.95,37,6565,-7000,0,3297,1140
v5-40,1.25,1.25,5000,3500,765,1742518,2278,221,-5000,47005,328,288,2,376,51,-41093,15,42.4,16.44,36.7,5418,-5000,0,5387,1004
v5-40,0.75,0.75,3000,2100,765,1150773,1504,-467,-3000,34741,352,244,0,409,46,-36730,16,31.3,10.76,36.9,3448,-3000,0,8795,763
v6-20,generic,3.5,7000,5000,765,2856425,3734,3610,-7000,30311,184,148,69,223,71,-25778,5,110.8,29.21,61,5685,-7000,0,790,235
v6-20,1.75,1.75,3500,2450,765,2124088,2777,2095,-3500,22977,254,214,0,294,61,-19363,12,109.7,23.3,60.4,4438,-3690,0,3623,365
v6-20,1.25,1.25,2500,1750,765,1737450,2271,860,-2541,19744,292,186,0,334,56,-15154,8,114.6,19.22,60.6,3689,-2713,1,5452,310
v6-20,current,1,2000,1400,765,1523336,1991,423,-2000,18963,305,2,0,358,53,-14948,9,101.9,16.01,60.3,3095,-2378,0,6992,278
v6-20,0.75,0.75,1500,1050,765,1244750,1627,-110,-1500,19900,245,0,0,391,49,-12320,18,101,12.83,60.8,2522,-1913,0,8394,217
v6-40,current/generic,2.25,9000,5000,765,2577748,3370,294,-9000,185606,343,323,234,373,51,-59147,15,43.6,28.85,38.2,7729,-9000,0,3598,2021
v6-40,1.75,1.75,7000,4900,765,2158487,2822,-748,-7000,185606,370,339,224,400,48,-45255,15,47.7,25.06,37.9,6925,-7218,0,4984,1487
v6-40,1.25,1.25,5000,3500,765,1876837,2453,-730,-5000,185606,375,350,3,404,47,-47370,15,39.6,20.14,37.5,5535,-5000,0,6968,1194
v6-40,0.75,0.75,3000,2100,765,1015060,1327,-919,-3000,36297,377,267,0,428,44,-34965,25,29,12.45,36.8,3331,-3021,0,10136,804
v7-20,current/generic,3.5,7000,5000,765,3488163,4560,3979,-6995,29938,198,158,62,225,70,-16163,3,215.8,40.31,68.1,7005,-7000,0,4951,568
v7-20,1.75,1.75,3500,2450,765,2583218,3377,2231,-3500,27506,194,132,0,241,68,-10765,7,240,30.9,67.7,5308,-3529,0,11862,566
v7-20,1.25,1.25,2500,1750,765,2201114,2877,1856,-2500,25463,180,86,0,247,68,-11054,7,199.1,25.58,68.1,4315,-2575,0,15618,388
v7-20,0.75,0.75,1500,1050,765,1480035,1935,940,-1500,21682,152,0,0,292,62,-5848,6,253.1,17.76,67.5,3103,-1502,0,20931,246
v7-40,generic,2.25,9000,5000,765,2907650,3801,-196,-9000,68691,367,341,232,385,50,-68663,19,42.3,28.38,36.7,8549,-9000,0,19283,2859
v7-40,1.75,1.75,7000,4900,765,2291391,2995,-761,-7000,64409,373,338,182,409,46,-50728,16,45.2,24.11,36.5,7222,-7000,0,21866,2311
v7-40,1.25,1.25,5000,3500,765,1766305,2309,-475,-4999,56256,354,288,0,401,47,-35898,20,49.2,18.22,36.1,5469,-5000,0,25337,1662
v7-40,current,1,4000,2800,765,1495626,1955,-365,-3996,49972,338,246,0,407,47,-36966,50,40.5,15.24,36.3,4526,-4000,0,26975,1397
v7-40,0.75,0.75,3000,2100,765,1218570,1593,-82,-3000,43291,300,172,0,392,49,-20669,23,59,12.18,36.8,3623,-3000,0,28677,1100
v8-20,current/generic,3.5,7000,5000,765,1160369,1517,1360,-6960,15179,166,104,56,245,68,-18030,4,64.4,13.78,68.6,1769,-6995,0,618,62
v8-20,1.75,1.75,3500,2450,765,1105559,1445,1077,-3485,13882,192,126,0,272,64,-12659,5,87.3,12.47,69.5,1509,-3500,0,1932,90
v8-20,1.25,1.25,2500,1750,765,1110216,1451,995,-2495,16347,198,83,0,284,63,-9346,7,118.8,11.77,69.3,1383,-2500,0,3408,152
v8-20,0.75,0.75,1500,1050,765,927037,1212,591,-1500,13723,129,0,0,314,59,-5951,7,155.8,9.57,69.4,1146,-1588,0,6588,177
v8-40,current/generic,2.25,9000,5000,765,471171,616,481,-9000,26385,272,203,120,339,56,-66463,62,7.1,7.4,38.1,1193,-9000,0,2097,536
v8-40,1.75,1.75,7000,4900,765,457644,598,467,-7000,22071,282,212,125,341,55,-46185,38,9.9,6.84,39,1118,-7000,0,2980,382
v8-40,1.25,1.25,5000,3500,765,349684,457,95,-4917,17388,317,244,0,375,51,-42853,38,8.2,5.81,38.7,936,-4934,0,4018,409
v8-40,0.75,0.75,3000,2100,765,325299,425,-505,-2982,17388,339,229,0,429,44,-30289,44,10.7,4.25,38.5,716,-2997,0,7951,381
v9-20,current/generic,3.5,7000,5000,765,3861747,5048,4410,-6999,40549,146,122,38,181,76,-14063,3,274.6,41.01,71,6305,-7000,0,2809,552
v9-20,1.75,1.75,3500,2450,765,3139535,4104,3266,-3500,30181,143,88,0,201,74,-8685,4,361.5,34.06,70.7,5113,-3632,0,8077,594
v9-20,1.25,1.25,2500,1750,765,2763193,3612,2675,-2500,28993,120,54,0,192,75,-6753,4,409.2,29.83,70.5,4437,-2500,0,11271,539
v9-20,0.75,0.75,1500,1050,765,2106410,2753,1927,-1500,27794,93,0,0,220,71,-5406,4,389.7,22.22,71.3,3195,-1500,0,16531,325
v9-40,current/generic,2.25,9000,5000,765,3183632,4162,627,-8996,69091,342,319,215,368,52,-68154,19,46.7,29.65,39,8649,-9000,0,18307,2982
v9-40,1.75,1.75,7000,4900,765,2637303,3447,-140,-7000,60756,347,315,163,386,49,-41741,14,63.2,25.52,38.8,7343,-7000,0,20835,2390
v9-40,1.25,1.25,5000,3500,765,2116263,2766,158,-5000,46712,327,270,1,375,51,-29473,18,71.8,19.54,38.6,5566,-5000,0,24350,1733
v9-40,0.75,0.75,3000,2100,765,1293314,1691,-43,-3000,41126,293,163,0,384,50,-17156,20,75.4,12.91,39.8,3605,-3000,0,28045,1113
v0-20-cATM,current/generic,3.5,7000,5000,765,1263234,1651,1466,-6899,11259,145,86,5,238,69,-13003,12,97.1,20.1,51,4096,-6988,0,24,44
v0-20-cATM,1.75,1.75,3500,2450,765,1115142,1458,1154,-3491,12947,169,86,0,262,66,-12593,6,88.6,18.79,50.2,3685,-3682,0,1121,315
v0-20-cATM,1.25,1.25,2500,1750,765,936285,1224,927,-2703,15492,183,91,0,289,62,-14052,19,66.6,15.52,50.1,3085,-2828,1,3087,297
v0-20-cATM,0.75,0.75,1500,1050,765,570127,745,102,-1500,10322,159,0,0,364,52,-10642,24,53.6,8.66,52,1765,-1810,0,7172,223
v0-40-cATM,current/generic,2.25,9000,5000,765,1436143,1877,1018,-8978,32887,252,202,64,328,57,-32618,13,44,22.24,33.7,5870,-8998,0,441,935
v0-40-cATM,1.75,1.75,7000,4900,765,1396403,1825,855,-6999,33222,253,193,44,327,57,-30260,17,46.1,21.13,33.7,5531,-6999,0,1092,770
v0-40-cATM,1.25,1.25,5000,3500,765,1228848,1606,508,-5000,25123,255,187,1,346,55,-29571,10,41.6,18.64,32.9,4745,-5353,0,2709,834
v0-40-cATM,0.75,0.75,3000,2100,765,773463,1011,-22,-3089,24270,293,129,0,385,50,-18942,16,40.8,11.94,31.6,3013,-3089,1,6476,487
v1-20-cATM,current/generic,3.5,7000,5000,765,1028949,1345,1124,-5095,18455,163,81,3,265,65,-21257,9,48.4,16.77,65.1,3589,-6990,0,31,42
v1-20-cATM,1.75,1.75,3500,2450,765,926206,1211,983,-3482,10944,165,82,0,272,64,-20688,13,44.8,15.11,64.9,3154,-3500,0,1371,175
v1-20-cATM,1.25,1.25,2500,1750,765,766485,1002,578,-2497,11033,175,58,0,302,60,-12244,6,62.6,12.5,64.7,2614,-2500,0,3330,168
v1-20-cATM,0.75,0.75,1500,1050,765,458535,599,130,-1500,9099,134,0,0,361,53,-9695,15,47.3,7.54,65.3,1559,-1500,0,7054,91
v1-40-cATM,current/generic,2.25,9000,5000,765,1717448,2245,1824,-9000,31567,247,206,80,297,61,-34599,11,49.6,17.88,34.6,6226,-9000,0,1126,1125
v1-40-cATM,1.75,1.75,7000,4900,765,1587085,2075,1225,-7000,30478,263,195,57,317,58,-35671,12,44.5,16.15,35,5676,-7000,0,2120,834
v1-40-cATM,1.25,1.25,5000,3500,765,1284439,1679,847,-4995,24145,256,203,0,330,57,-23861,10,53.8,13.22,34.9,4601,-5000,0,4117,807
v1-40-cATM,0.75,0.75,3000,2100,765,824025,1077,-110,-3000,30705,307,142,0,393,48,-24088,28,34.2,8.19,34.2,2888,-3000,0,7386,431
v2-20-cATM,current/generic,3.5,7000,5000,765,1173269,1534,1373,-6899,11923,151,87,2,248,67,-12518,5,93.7,20.3,49.1,4311,-6985,0,25,56
v2-20-cATM,1.75,1.75,3500,2450,765,1041923,1362,1175,-3497,11319,170,93,0,268,65,-14202,11,73.4,18.82,48.3,3880,-3500,0,1189,337
v2-20-cATM,1.25,1.25,2500,1750,765,876722,1146,894,-2498,10775,196,91,0,291,62,-14864,18,59,15.55,47.6,3237,-2763,0,3230,343
v2-20-cATM,0.75,0.75,1500,1050,765,476314,623,45,-1500,9707,171,0,0,377,50,-14485,29,32.9,8.27,49.3,1812,-1810,0,7465,226
v2-40-cATM,current/generic,2.25,9000,5000,765,1424709,1862,1042,-8958,34840,260,207,59,327,57,-35918,15,39.7,22.35,33,5964,-8998,0,454,1001
v2-40-cATM,1.75,1.75,7000,4900,765,1363619,1783,971,-6999,35019,265,196,44,330,57,-36313,15,37.6,21.19,33,5622,-6999,0,1104,804
v2-40-cATM,1.25,1.25,5000,3500,765,1204229,1574,572,-5000,19960,259,190,1,350,54,-31757,10,37.9,18.67,32.2,4803,-5000,0,2757,836
v2-40-cATM,0.75,0.75,3000,2100,765,746291,976,-70,-3089,21412,287,122,0,391,49,-19398,15,38.5,12,30.8,3044,-3089,1,6500,522
v3-20-cATM,current/generic,3.5,7000,5000,765,1023015,1337,1035,-6215,11464,161,91,4,273,64,-18075,6,56.6,16.61,64.7,3514,-6955,0,36,39
v3-20-cATM,1.75,1.75,3500,2450,765,974997,1275,1035,-3475,11600,149,74,0,268,65,-16150,6,60.4,14.97,65.4,3080,-3500,0,1337,156
v3-20-cATM,1.25,1.25,2500,1750,765,804055,1051,760,-2490,9764,167,50,0,294,61,-11145,6,72.1,12.43,65.5,2533,-2500,0,3259,138
v3-20-cATM,0.75,0.75,1500,1050,765,513522,671,165,-1500,11662,124,0,0,367,52,-7595,14,67.6,7.62,65.8,1522,-1500,0,6949,85
v3-40-cATM,current/generic,2.25,9000,5000,765,1718926,2247,1770,-9000,30135,248,203,80,297,61,-33562,11,51.2,17.88,35.1,5904,-9000,0,1114,1091
v3-40-cATM,1.75,1.75,7000,4900,765,1602431,2095,1285,-7000,29441,258,195,59,317,58,-32380,12,49.5,16.11,35.6,5366,-7000,0,2109,812
v3-40-cATM,1.25,1.25,5000,3500,765,1266191,1655,906,-4995,24256,254,197,0,328,57,-22132,23,57.2,13.17,35.5,4350,-5000,0,4087,769
v3-40-cATM,0.75,0.75,3000,2100,765,812351,1062,-74,-3000,26188,303,144,0,389,49,-28981,59,28,8.17,34.8,2727,-3000,0,7360,433
v4-20-cATM,current/generic,3.5,7000,5000,765,1191931,1558,1407,-6990,24713,295,243,149,328,57,-51616,28,23.1,18.52,56,4213,-7000,0,1272,138
v4-20-cATM,1.75,1.75,3500,2450,765,894132,1169,-400,-3500,23367,351,293,0,399,48,-33584,29,26.6,14.24,55.6,3102,-3500,0,4326,201
v4-20-cATM,1.25,1.25,2500,1750,765,833647,1090,-556,-2500,21222,352,215,0,409,46,-23857,23,34.9,11.6,55.7,2551,-2884,0,6061,156
v4-20-cATM,0.75,0.75,1500,1050,765,487344,637,-835,-1500,19515,271,0,0,475,38,-17207,31,28.3,7.15,55.7,1656,-1703,0,9122,105
v4-40-cATM,current/generic,2.25,9000,5000,765,1216141,1590,-1246,-9000,48659,384,353,270,405,47,-82880,39,14.7,18.43,35.8,5141,-9000,0,3322,1108
v4-40-cATM,1.75,1.75,7000,4900,765,1022827,1337,-1640,-7000,48252,404,371,272,429,44,-83895,39,12.2,16.27,35.5,4642,-7074,0,4508,736
v4-40-cATM,1.25,1.25,5000,3500,765,895312,1170,-1780,-5000,40508,412,372,2,451,41,-68529,75,13.1,13.6,34.3,3879,-5000,0,6180,667
v4-40-cATM,0.75,0.75,3000,2100,765,599768,784,-1477,-3000,36428,414,255,0,470,38,-37061,28,16.2,9.04,32.6,2617,-4011,0,8971,447
v5-20-cATM,current/generic,3.5,7000,5000,765,1425075,1863,1440,-7000,22909,213,160,41,277,64,-24868,16,57.3,21.7,66.8,4647,-7000,0,331,88
v5-20-cATM,1.75,1.75,3500,2450,765,1166695,1525,809,-3500,22909,235,161,0,312,59,-32828,28,35.5,17.93,66.4,3747,-3500,0,3101,179
v5-20-cATM,1.25,1.25,2500,1750,765,910754,1191,361,-2500,22570,269,135,0,345,55,-24125,28,37.8,14.47,66.2,3033,-2500,0,5495,136
v5-20-cATM,0.75,0.75,1500,1050,765,621777,813,-610,-1500,19000,224,0,0,424,44,-15920,16,39.1,8.95,65,1965,-1500,0,9299,77
v5-40-cATM,current/generic,2.25,9000,5000,765,2234751,2921,1430,-9000,43869,285,250,123,335,56,-55767,16,40.1,21.91,36.6,8276,-9000,0,1728,964
v5-40-cATM,1.75,1.75,7000,4900,765,1968003,2573,802,-7000,41333,304,262,125,344,55,-46258,16,42.5,19.88,36.8,7609,-7000,0,2899,648
v5-40-cATM,1.25,1.25,5000,3500,765,1594269,2084,277,-5000,35092,318,271,6,362,53,-64209,32,24.8,16.86,36.2,6522,-5000,0,4818,597
v5-40-cATM,0.75,0.75,3000,2100,765,1049708,1372,-830,-3000,34206,373,243,0,432,43,-44042,28,23.8,11.09,34.8,4469,-3000,0,8449,371
v6-20-cATM,current/generic,3.5,7000,5000,765,2035519,2661,2103,-7000,26062,233,195,86,285,63,-33668,9,60.5,31.86,55.9,7243,-7000,0,1040,202
v6-20-cATM,1.75,1.75,3500,2450,765,1496818,1957,747,-3500,27305,303,254,0,349,54,-35835,35,41.8,24.29,54.8,5422,-3857,0,4646,263
v6-20-cATM,1.25,1.25,2500,1750,765,1219013,1593,-157,-2500,22678,331,242,0,387,49,-22513,22,54.1,19.26,54.3,4401,-2927,0,6894,226
v6-20-cATM,0.75,0.75,1500,1050,765,707250,925,-885,-1500,22915,308,0,0,473,38,-15623,16,45.3,11.47,54.2,2896,-1564,0,10263,141
v6-40-cATM,current/generic,2.25,9000,5000,765,2103783,2750,663,-9000,56221,330,294,205,358,53,-78734,13,26.7,30.76,37.3,9419,-9000,0,2914,1326
v6-40-cATM,1.75,1.75,7000,4900,765,1622119,2120,-335,-7000,56221,368,319,202,394,48,-77990,21,20.8,27.68,36.5,8626,-7000,0,4197,988
v6-40-cATM,1.25,1.25,5000,3500,765,1303431,1704,-1082,-5000,56221,389,336,2,419,45,-61072,20,21.3,23.07,34.9,7311,-5000,0,6216,776
v6-40-cATM,0.75,0.75,3000,2100,765,972149,1271,-1110,-3000,49528,392,264,0,457,40,-48096,28,20.2,15.51,32.7,5205,-3097,0,9333,484
v7-20-cATM,current/generic,3.5,7000,5000,765,2390921,3125,1719,-7000,33496,288,251,127,325,57,-52777,16,45.3,38.54,66.8,7510,-7000,0,9094,666
v7-20-cATM,1.75,1.75,3500,2450,765,1742458,2278,475,-3500,33496,291,218,0,349,54,-22066,16,79,26.22,66.5,5059,-3924,0,18075,466
v7-20-cATM,1.25,1.25,2500,1750,765,1299564,1699,-10,-2500,27549,281,142,0,383,50,-15913,23,81.7,20.22,66.2,3984,-2715,0,22245,326
v7-20-cATM,0.75,0.75,1500,1050,765,872259,1140,-175,-1500,31729,197,0,0,398,48,-12687,20,68.8,12.61,66.3,2604,-1671,0,26830,161
v7-40-cATM,current/generic,2.25,9000,5000,765,2729631,3568,-2132,-9000,75346,414,390,287,432,43,-89038,22,30.7,26.73,36,8844,-9000,0,21141,2391
v7-40-cATM,1.75,1.75,7000,4900,765,2323259,3037,-1765,-7000,68882,407,373,217,440,42,-61194,14,38,22.37,35.8,7405,-7000,0,23800,1805
v7-40-cATM,1.25,1.25,5000,3500,765,1842392,2408,-1122,-5000,66312,390,332,1,446,42,-44206,37,41.7,17.5,35.5,5822,-5000,0,26755,1379
v7-40-cATM,0.75,0.75,3000,2100,765,1208018,1579,-725,-3000,50276,346,189,0,453,41,-29255,25,41.3,10.58,37.4,3553,-3000,0,30394,651
v8-20-cATM,current/generic,3.5,7000,5000,765,641965,839,565,-6995,18745,236,138,41,325,57,-21159,9,30.3,10.84,56.7,2069,-7000,0,446,30
v8-20-cATM,1.75,1.75,3500,2450,765,564354,738,239,-3500,18745,266,167,0,362,52,-30422,33,18.6,9.81,56.3,1852,-3500,0,2095,38
v8-20-cATM,1.25,1.25,2500,1750,765,546233,714,63,-2640,18745,275,128,0,374,51,-23052,33,23.7,9.12,56.8,1709,-2778,1,5040,76
v8-20-cATM,0.75,0.75,1500,1050,765,352692,461,-650,-1500,18745,230,0,0,443,42,-17265,40,20.4,6.61,58.2,1388,-1519,0,9579,72
v8-40-cATM,current/generic,2.25,9000,5000,765,404216,528,617,-9000,25056,281,210,150,342,55,-86797,216,4.7,7.55,39.2,1579,-9000,0,2494,409
v8-40-cATM,1.75,1.75,7000,4900,765,386960,506,297,-7000,25056,298,226,156,357,53,-58229,50,6.6,6.61,40.4,1365,-7000,0,3495,251
v8-40-cATM,1.25,1.25,5000,3500,765,442009,578,-118,-5000,22083,329,244,1,388,49,-37029,28,11.9,5.49,40.8,1111,-5000,0,4933,210
v8-40-cATM,0.75,0.75,3000,2100,765,281842,368,-1132,-3000,18583,396,139,0,458,40,-36943,29,7.6,3.88,40.6,825,-3000,0,8840,117
v9-20-cATM,current/generic,3.5,7000,5000,765,2379380,3110,1784,-7000,33642,289,250,127,326,57,-52892,16,45,38.54,66.9,7633,-7000,0,9091,662
v9-20-cATM,1.75,1.75,3500,2450,765,1723510,2253,535,-3500,33456,292,220,0,349,54,-22066,16,78.1,26.22,66.5,5155,-3924,0,18074,466
v9-20-cATM,1.25,1.25,2500,1750,765,1281088,1675,-29,-2500,28269,281,143,0,385,50,-16128,23,79.4,20.23,66.2,4052,-2715,0,22243,328
v9-20-cATM,0.75,0.75,1500,1050,765,860536,1125,-175,-1500,31694,198,0,0,400,48,-12692,20,67.8,12.6,66.4,2627,-1671,0,26831,161
v9-40-cATM,current/generic,2.25,9000,5000,765,3702718,4840,-189,-9000,197523,363,341,240,389,49,-72137,18,51.3,30.13,41.8,8855,-9000,0,18615,2586
v9-40-cATM,1.75,1.75,7000,4900,765,3242197,4238,-646,-7000,197523,372,333,171,401,47,-55423,14,58.5,25.69,41.5,7480,-7000,0,21450,2076
